Show,EpId,ClipId,fold
HeStutters,21,213,12.0
HeStutters,21,214,9.0
HeStutters,21,215,10.0
HeStutters,21,216,18.0
HeStutters,21,217,9.0
HeStutters,21,218,5.0
HeStutters,21,219,13.0
HeStutters,21,220,16.0
HeStutters,22,0,7.0
HeStutters,22,1,5.0
HeStutters,22,2,13.0
HeStutters,22,3,7.0
HeStutters,22,4,7.0
HeStutters,22,5,7.0
HeStutters,22,6,13.0
HeStutters,22,7,7.0
HeStutters,22,8,13.0
HeStutters,22,9,15.0
HeStutters,22,10,14.0
HeStutters,22,11,8.0
HeStutters,22,12,15.0
HeStutters,22,13,17.0
HeStutters,22,14,1.0
HeStutters,22,15,9.0
HeStutters,22,16,1.0
HeStutters,22,17,18.0
HeStutters,22,18,7.0
HeStutters,22,19,8.0
HeStutters,22,20,19.0
HeStutters,22,21,19.0
HeStutters,22,22,19.0
HeStutters,22,23,13.0
HeStutters,22,24,17.0
HeStutters,22,25,16.0
HeStutters,22,26,10.0
HeStutters,22,27,16.0
HeStutters,22,28,17.0
HeStutters,22,29,1.0
HeStutters,22,30,3.0
HeStutters,22,31,4.0
HeStutters,22,32,8.0
HeStutters,22,33,4.0
HeStutters,22,34,8.0
HeStutters,22,35,2.0
HeStutters,22,36,2.0
HeStutters,22,37,15.0
HeStutters,22,38,4.0
HeStutters,22,39,7.0
HeStutters,22,40,12.0
HeStutters,22,41,0.0
HeStutters,22,42,15.0
HeStutters,22,43,4.0
HeStutters,22,44,6.0
HeStutters,22,45,10.0
HeStutters,22,46,9.0
HeStutters,22,47,16.0
HeStutters,22,48,17.0
HeStutters,22,49,4.0
HeStutters,22,50,15.0
HeStutters,22,51,5.0
HeStutters,22,52,13.0
HeStutters,22,53,11.0
HeStutters,22,54,12.0
HeStutters,22,55,19.0
HeStutters,22,56,1.0
HeStutters,22,57,5.0
HeStutters,22,58,7.0
HeStutters,22,59,19.0
HeStutters,22,60,16.0
HeStutters,22,61,8.0
HeStutters,22,62,7.0
HeStutters,22,63,5.0
HeStutters,22,64,9.0
HeStutters,22,65,9.0
HeStutters,22,66,0.0
HeStutters,22,67,8.0
HeStutters,22,68,14.0
HeStutters,22,69,10.0
HeStutters,22,70,4.0
HeStutters,22,71,2.0
HeStutters,22,72,14.0
HeStutters,22,73,7.0
HeStutters,22,74,0.0
HeStutters,22,75,1.0
HeStutters,22,76,5.0
HeStutters,22,77,14.0
HeStutters,22,78,3.0
HeStutters,22,79,0.0
HeStutters,22,80,10.0
HeStutters,22,81,4.0
HeStutters,22,82,13.0
HeStutters,22,83,13.0
HeStutters,22,84,6.0
HeStutters,22,85,18.0
HeStutters,22,86,9.0
HeStutters,22,87,8.0
HeStutters,22,88,11.0
HeStutters,22,89,18.0
HeStutters,22,90,16.0
HeStutters,22,91,10.0
HeStutters,22,92,10.0
HeStutters,22,93,13.0
HeStutters,22,94,18.0
HeStutters,22,95,0.0
HeStutters,22,96,12.0
HeStutters,22,97,2.0
HeStutters,22,98,7.0
HeStutters,22,99,12.0
HeStutters,22,100,15.0
HeStutters,22,101,14.0
HeStutters,22,102,2.0
HeStutters,22,103,3.0
HeStutters,22,104,1.0
HeStutters,22,105,8.0
HeStutters,22,106,9.0
HeStutters,22,107,8.0
HeStutters,22,108,10.0
HeStutters,22,109,2.0
HeStutters,22,110,13.0
HeStutters,22,111,5.0
HeStutters,22,112,18.0
HeStutters,22,113,17.0
HeStutters,22,114,4.0
HeStutters,22,115,3.0
HeStutters,22,116,18.0
HeStutters,22,117,11.0
HeStutters,22,118,4.0
HeStutters,22,119,14.0
HeStutters,22,120,6.0
HeStutters,22,121,16.0
HeStutters,22,122,2.0
HeStutters,22,123,6.0
HeStutters,22,124,2.0
HeStutters,22,125,0.0
HeStutters,22,126,6.0
HeStutters,22,127,19.0
HeStutters,22,128,0.0
HeStutters,22,129,3.0
HeStutters,22,130,2.0
HeStutters,22,131,1.0
HeStutters,22,132,2.0
HeStutters,22,133,18.0
HeStutters,22,134,10.0
HeStutters,22,135,4.0
HeStutters,22,136,13.0
HeStutters,22,137,13.0
HeStutters,22,138,11.0
HeStutters,22,139,12.0
HeStutters,22,140,16.0
HeStutters,22,141,1.0
HeStutters,22,142,5.0
HeStutters,22,143,6.0
HeStutters,22,144,4.0
HeStutters,22,145,17.0
HeStutters,22,146,7.0
HeStutters,22,147,3.0
HeStutters,22,148,15.0
HeStutters,22,149,1.0
HeStutters,22,150,2.0
HeStutters,22,151,4.0
HeStutters,22,152,3.0
HeStutters,22,153,11.0
HeStutters,22,154,8.0
HeStutters,22,155,8.0
HeStutters,22,156,15.0
HeStutters,22,157,16.0
HeStutters,22,158,5.0
HeStutters,22,159,10.0
HeStutters,22,160,17.0
HeStutters,22,161,3.0
HeStutters,22,162,18.0
HeStutters,22,163,11.0
HeStutters,22,164,16.0
HeStutters,22,165,9.0
HeStutters,22,166,5.0
HeStutters,22,167,10.0
HeStutters,22,168,18.0
HeStutters,22,169,19.0
HeStutters,22,170,14.0
HeStutters,22,171,9.0
HeStutters,22,172,2.0
HeStutters,22,173,7.0
HeStutters,22,174,8.0
HeStutters,22,175,7.0
HeStutters,22,176,12.0
HeStutters,22,177,18.0
HeStutters,22,178,4.0
HeStutters,22,179,19.0
HeStutters,22,180,8.0
HeStutters,22,181,1.0
HeStutters,22,182,6.0
HeStutters,22,183,6.0
HeStutters,22,184,8.0
HeStutters,22,185,2.0
HeStutters,22,186,6.0
HeStutters,22,187,3.0
HeStutters,22,188,0.0
HeStutters,22,189,18.0
HeStutters,22,190,6.0
HeStutters,22,191,6.0
HeStutters,22,192,12.0
HeStutters,22,193,9.0
HeStutters,22,194,9.0
HeStutters,22,195,0.0
HeStutters,22,196,5.0
HeStutters,22,197,19.0
HeStutters,22,198,7.0
HeStutters,22,199,15.0
HeStutters,22,200,11.0
HeStutters,22,201,5.0
HeStutters,22,202,18.0
HeStutters,22,203,13.0
HeStutters,22,204,17.0
HeStutters,22,205,6.0
HeStutters,22,206,8.0
HeStutters,23,0,11.0
HeStutters,23,1,7.0
HeStutters,23,2,9.0
HeStutters,23,3,3.0
HeStutters,23,4,15.0
HeStutters,23,5,15.0
HeStutters,23,6,1.0
HeStutters,23,7,14.0
HeStutters,23,8,3.0
HeStutters,23,9,6.0
HeStutters,23,10,13.0
HeStutters,23,11,8.0
HeStutters,23,12,13.0
HeStutters,23,13,13.0
HeStutters,23,14,9.0
HeStutters,23,15,6.0
HeStutters,23,16,18.0
HeStutters,23,17,12.0
HeStutters,23,18,11.0
HeStutters,23,19,16.0
HeStutters,23,20,13.0
HeStutters,23,21,13.0
HeStutters,23,22,7.0
HeStutters,23,23,4.0
HeStutters,23,24,19.0
HeStutters,23,25,9.0
HeStutters,23,26,2.0
HeStutters,23,27,19.0
HeStutters,23,28,11.0
HeStutters,23,29,12.0
HeStutters,23,30,16.0
HeStutters,23,31,7.0
HeStutters,23,32,5.0
HeStutters,23,33,14.0
HeStutters,23,34,10.0
HeStutters,23,35,8.0
HeStutters,23,36,10.0
HeStutters,23,37,17.0
HeStutters,23,38,7.0
HeStutters,23,39,17.0
HeStutters,23,40,6.0
HeStutters,23,41,16.0
HeStutters,23,42,4.0
HeStutters,23,43,17.0
HeStutters,23,44,15.0
HeStutters,23,45,0.0
HeStutters,23,46,9.0
HeStutters,23,47,15.0
HeStutters,23,48,4.0
HeStutters,23,49,12.0
HeStutters,23,50,8.0
HeStutters,23,51,9.0
HeStutters,23,52,0.0
HeStutters,23,53,11.0
HeStutters,23,54,3.0
HeStutters,23,55,19.0
HeStutters,23,56,3.0
HeStutters,23,57,8.0
HeStutters,23,58,16.0
HeStutters,23,59,6.0
HeStutters,23,60,15.0
HeStutters,23,61,2.0
HeStutters,23,62,8.0
HeStutters,23,63,6.0
HeStutters,23,64,0.0
HeStutters,23,65,14.0
HeStutters,23,66,4.0
HeStutters,23,67,6.0
HeStutters,23,68,4.0
HeStutters,23,69,15.0
HeStutters,23,70,11.0
HeStutters,23,71,14.0
HeStutters,23,72,2.0
HeStutters,23,73,14.0
HeStutters,23,74,5.0
HeStutters,23,75,11.0
HeStutters,23,76,9.0
HeStutters,23,77,9.0
HeStutters,23,78,4.0
HeStutters,23,79,12.0
HeStutters,23,80,12.0
HeStutters,23,81,11.0
HeStutters,23,82,14.0
HeStutters,23,83,11.0
HeStutters,23,84,8.0
HeStutters,23,85,19.0
HeStutters,23,86,3.0
HeStutters,23,87,17.0
HeStutters,23,88,4.0
HeStutters,23,89,15.0
HeStutters,23,90,16.0
HeStutters,23,91,17.0
HeStutters,23,92,13.0
HeStutters,23,93,3.0
HeStutters,23,94,13.0
HeStutters,23,95,9.0
HeStutters,23,96,7.0
HeStutters,23,97,12.0
HeStutters,23,98,8.0
HeStutters,23,99,8.0
HeStutters,23,100,2.0
HeStutters,23,101,13.0
HeStutters,23,102,11.0
HeStutters,23,103,16.0
HeStutters,23,104,13.0
HeStutters,23,105,19.0
HeStutters,23,106,19.0
HeStutters,23,107,7.0
HeStutters,23,108,6.0
HeStutters,23,109,2.0
HeStutters,23,110,0.0
HeStutters,23,111,3.0
HeStutters,23,112,19.0
HeStutters,23,113,12.0
HeStutters,23,114,8.0
HeStutters,23,115,19.0
HeStutters,23,116,3.0
HeStutters,23,117,0.0
HeStutters,23,118,4.0
HeStutters,23,119,17.0
HeStutters,23,120,15.0
HeStutters,23,121,5.0
HeStutters,23,122,2.0
HeStutters,23,123,8.0
HeStutters,23,124,6.0
HeStutters,23,125,19.0
HeStutters,23,126,2.0
HeStutters,23,127,5.0
HeStutters,23,128,7.0
HeStutters,23,129,7.0
HeStutters,23,130,7.0
HeStutters,23,131,4.0
HeStutters,23,132,6.0
HeStutters,23,133,12.0
HeStutters,23,134,17.0
HeStutters,23,135,5.0
HeStutters,23,136,17.0
HeStutters,23,137,7.0
HeStutters,23,138,13.0
HeStutters,23,139,12.0
HeStutters,23,140,7.0
HeStutters,23,141,10.0
HeStutters,23,142,17.0
HeStutters,23,143,8.0
HeStutters,23,144,7.0
HeStutters,23,145,0.0
HeStutters,23,146,3.0
HeStutters,23,147,4.0
HeStutters,23,148,19.0
HeStutters,23,149,13.0
HeStutters,23,150,9.0
HeStutters,23,151,18.0
HeStutters,23,152,16.0
HeStutters,23,153,8.0
HeStutters,23,154,14.0
HeStutters,23,155,15.0
HeStutters,23,156,19.0
HeStutters,23,157,15.0
HeStutters,23,158,1.0
HeStutters,23,159,4.0
HeStutters,23,160,1.0
HeStutters,23,161,6.0
HeStutters,23,162,11.0
HeStutters,23,163,7.0
HeStutters,23,164,5.0
HeStutters,23,165,4.0
HeStutters,23,166,1.0
HeStutters,23,167,5.0
HeStutters,23,168,9.0
HeStutters,23,169,0.0
HeStutters,23,170,2.0
HeStutters,23,171,0.0
HeStutters,23,172,12.0
HeStutters,23,173,19.0
HeStutters,23,174,0.0
HeStutters,23,175,9.0
HeStutters,23,176,8.0
HeStutters,23,177,11.0
HeStutters,23,178,9.0
HeStutters,23,179,9.0
HeStutters,23,180,0.0
HeStutters,23,181,15.0
HeStutters,23,182,6.0
HeStutters,23,183,6.0
HeStutters,23,184,6.0
HeStutters,23,185,19.0
HeStutters,23,186,13.0
HeStutters,23,187,3.0
HeStutters,23,188,9.0
HeStutters,23,189,4.0
HeStutters,23,190,1.0
HeStutters,23,191,0.0
HeStutters,23,192,15.0
HeStutters,23,193,14.0
HeStutters,23,194,18.0
HeStutters,23,195,17.0
HeStutters,23,196,1.0
HeStutters,23,197,14.0
HeStutters,23,198,5.0
HeStutters,23,199,2.0
HeStutters,23,200,5.0
HeStutters,23,201,10.0
HeStutters,23,202,10.0
HeStutters,23,203,3.0
HeStutters,23,204,9.0
HeStutters,23,205,1.0
HeStutters,23,206,2.0
HeStutters,23,207,8.0
HeStutters,23,208,3.0
HeStutters,23,209,10.0
HeStutters,23,210,6.0
HeStutters,23,211,14.0
HeStutters,23,212,10.0
HeStutters,23,213,2.0
HeStutters,23,214,2.0
HVSA,0,0,4.0
HVSA,0,1,6.0
HVSA,0,2,8.0
HVSA,0,3,12.0
HVSA,0,4,16.0
HVSA,0,5,18.0
HVSA,0,6,2.0
HVSA,0,7,12.0
HVSA,0,8,18.0
HVSA,0,9,16.0
HVSA,0,10,1.0
HVSA,0,11,8.0
HVSA,0,12,8.0
HVSA,0,13,6.0
HVSA,0,14,4.0
HVSA,0,15,4.0
HVSA,0,16,3.0
HVSA,0,17,0.0
HVSA,0,18,15.0
HVSA,0,19,10.0
HVSA,0,20,1.0
HVSA,0,21,19.0
HVSA,0,22,13.0
HVSA,0,23,17.0
HVSA,0,24,3.0
HVSA,0,25,18.0
HVSA,0,26,8.0
HVSA,0,27,1.0
HVSA,0,28,0.0
HVSA,0,29,3.0
HVSA,0,30,14.0
HVSA,0,31,16.0
HVSA,0,32,7.0
HVSA,0,33,15.0
HVSA,0,34,2.0
HVSA,0,35,11.0
HVSA,0,36,2.0
HVSA,0,37,3.0
HVSA,0,38,4.0
HVSA,0,39,14.0
HVSA,0,40,11.0
HVSA,0,41,11.0
HVSA,0,42,12.0
HVSA,0,43,12.0
HVSA,0,44,10.0
HVSA,0,45,11.0
HVSA,0,46,1.0
HVSA,0,47,0.0
HVSA,0,48,1.0
HVSA,0,49,16.0
HVSA,0,50,5.0
HVSA,0,51,19.0
HVSA,0,52,6.0
HVSA,0,53,4.0
HVSA,0,54,19.0
HVSA,0,55,15.0
HVSA,0,56,17.0
HVSA,0,57,15.0
HVSA,0,58,5.0
HVSA,0,59,8.0
HVSA,0,60,15.0
HVSA,0,61,8.0
HVSA,0,62,3.0
HVSA,0,63,12.0
HVSA,0,64,5.0
HVSA,0,65,15.0
HVSA,0,66,14.0
HVSA,0,67,0.0
HVSA,0,68,13.0
HVSA,0,69,1.0
HVSA,0,70,2.0
HVSA,0,71,7.0
HVSA,0,72,7.0
HVSA,0,73,5.0
HVSA,0,74,1.0
HVSA,0,75,15.0
HVSA,0,76,8.0
HVSA,0,77,14.0
HVSA,0,78,7.0
HVSA,0,79,4.0
HVSA,0,80,6.0
HVSA,0,81,12.0
HVSA,0,82,15.0
HVSA,0,83,13.0
HVSA,0,84,7.0
HVSA,0,85,3.0
HVSA,0,86,17.0
HVSA,0,87,15.0
HVSA,0,88,3.0
HVSA,0,89,2.0
HVSA,0,90,10.0
HVSA,0,91,9.0
HVSA,0,92,2.0
HVSA,0,93,19.0
HVSA,0,94,1.0
HVSA,0,95,4.0
HVSA,0,96,11.0
HVSA,0,97,1.0
HVSA,0,98,8.0
HVSA,0,99,0.0
HVSA,0,100,1.0
HVSA,0,101,5.0
HVSA,0,102,9.0
HVSA,0,103,8.0
HVSA,0,104,19.0
HVSA,0,105,17.0
HVSA,0,106,3.0
HVSA,0,107,10.0
HVSA,0,108,8.0
HVSA,0,109,17.0
HVSA,0,110,10.0
HVSA,0,111,3.0
HVSA,0,112,11.0
HVSA,0,113,6.0
HVSA,0,114,13.0
HVSA,0,115,11.0
HVSA,0,116,17.0
HVSA,0,117,2.0
HVSA,0,118,12.0
HVSA,0,119,14.0
HVSA,0,120,11.0
HVSA,0,121,19.0
HVSA,0,122,12.0
HVSA,0,123,14.0
HVSA,0,124,1.0
HVSA,0,125,5.0
HVSA,0,126,11.0
HVSA,0,127,14.0
HVSA,0,128,2.0
HVSA,0,129,15.0
HVSA,0,130,6.0
HVSA,0,131,9.0
HVSA,0,132,14.0
HVSA,0,133,8.0
HVSA,0,134,16.0
HVSA,0,135,4.0
HVSA,0,136,3.0
HVSA,1,0,16.0
HVSA,1,1,13.0
HVSA,1,2,15.0
HVSA,1,3,17.0
HVSA,1,4,8.0
HVSA,1,5,0.0
HVSA,1,6,13.0
HVSA,1,7,10.0
HVSA,1,8,6.0
HVSA,1,9,13.0
HVSA,1,10,17.0
HVSA,1,11,9.0
HVSA,1,12,5.0
HVSA,1,13,3.0
HVSA,1,14,3.0
HVSA,1,15,4.0
HVSA,1,16,6.0
HVSA,1,17,18.0
HVSA,1,18,13.0
HVSA,1,19,17.0
HVSA,1,20,16.0
HVSA,1,21,4.0
HVSA,1,22,10.0
HVSA,1,23,12.0
HVSA,1,24,17.0
HVSA,1,25,2.0
HVSA,1,26,7.0
HVSA,1,27,13.0
HVSA,1,28,5.0
HVSA,1,29,0.0
HVSA,1,30,9.0
HVSA,1,31,17.0
HVSA,1,32,5.0
HVSA,1,33,0.0
HVSA,1,34,6.0
HVSA,1,35,14.0
HVSA,1,36,6.0
HVSA,1,37,10.0
HVSA,1,38,5.0
HVSA,1,39,9.0
HVSA,1,40,4.0
HVSA,1,41,8.0
HVSA,1,42,0.0
HVSA,1,43,10.0
HVSA,1,44,13.0
HVSA,1,45,2.0
HVSA,1,46,1.0
HVSA,1,47,0.0
HVSA,1,48,8.0
HVSA,1,49,8.0
HVSA,1,50,11.0
HVSA,1,51,2.0
HVSA,1,52,17.0
HVSA,1,53,0.0
HVSA,1,54,10.0
HVSA,1,55,15.0
HVSA,1,56,10.0
HVSA,1,57,9.0
HVSA,1,58,0.0
HVSA,1,59,12.0
HVSA,1,60,0.0
HVSA,1,61,3.0
HVSA,1,62,11.0
HVSA,1,63,12.0
HVSA,1,64,14.0
HVSA,1,65,12.0
HVSA,1,66,4.0
HVSA,1,67,7.0
HVSA,1,68,15.0
HVSA,1,69,9.0
HVSA,1,70,9.0
HVSA,1,71,2.0
HVSA,1,72,18.0
HVSA,1,73,0.0
HVSA,1,74,2.0
HVSA,1,75,9.0
HVSA,1,76,6.0
HVSA,1,77,10.0
HVSA,1,78,11.0
HVSA,1,79,8.0
HVSA,1,80,11.0
HVSA,1,81,18.0
HVSA,1,82,0.0
HVSA,1,83,16.0
HVSA,1,84,2.0
HVSA,1,85,2.0
HVSA,1,86,13.0
HVSA,1,87,10.0
HVSA,1,88,8.0
HVSA,1,89,17.0
HVSA,1,90,17.0
HVSA,1,91,12.0
HVSA,1,92,2.0
HVSA,1,93,3.0
HVSA,1,94,7.0
HVSA,1,95,0.0
HVSA,1,96,1.0
HVSA,1,97,5.0
HVSA,1,98,19.0
HVSA,1,99,0.0
HVSA,1,100,16.0
HVSA,1,101,15.0
HVSA,1,102,11.0
HVSA,1,103,5.0
HVSA,1,104,0.0
HVSA,1,105,16.0
HVSA,1,106,19.0
HVSA,1,107,12.0
HVSA,1,108,14.0
HVSA,1,109,12.0
HVSA,1,110,15.0
HVSA,1,111,7.0
HVSA,1,112,11.0
HVSA,1,113,1.0
HVSA,1,114,10.0
HVSA,1,115,17.0
HVSA,1,116,8.0
HVSA,1,117,11.0
HVSA,1,118,17.0
HVSA,1,119,4.0
HVSA,1,120,4.0
HVSA,1,121,12.0
HVSA,1,122,0.0
HVSA,1,123,12.0
HVSA,1,124,5.0
HVSA,1,125,3.0
HVSA,1,126,14.0
HVSA,1,127,3.0
HVSA,1,128,5.0
HVSA,1,129,17.0
HVSA,1,130,15.0
HVSA,1,131,11.0
HVSA,1,132,8.0
HVSA,1,133,13.0
HVSA,1,134,17.0
HVSA,1,135,15.0
HVSA,1,136,5.0
HVSA,1,137,10.0
HVSA,1,138,19.0
HVSA,1,139,8.0
HVSA,1,140,17.0
HVSA,1,141,15.0
HVSA,1,142,10.0
HVSA,1,143,8.0
HVSA,1,144,4.0
HVSA,1,145,15.0
HVSA,1,146,11.0
HVSA,1,147,19.0
HVSA,1,148,3.0
HVSA,1,149,12.0
HVSA,1,150,0.0
HVSA,1,151,11.0
HVSA,1,152,5.0
HVSA,1,153,0.0
HVSA,1,154,9.0
HVSA,1,155,3.0
HVSA,1,156,13.0
HVSA,1,157,12.0
HVSA,1,158,7.0
HVSA,1,159,8.0
HVSA,1,160,9.0
HVSA,1,161,5.0
HVSA,1,162,2.0
HVSA,1,163,6.0
HVSA,1,164,3.0
HVSA,1,165,6.0
HVSA,1,166,7.0
HVSA,1,167,6.0
HVSA,1,168,9.0
HVSA,1,169,12.0
HVSA,1,170,1.0
HVSA,1,171,6.0
HVSA,1,172,7.0
HVSA,1,173,6.0
HVSA,1,174,7.0
HVSA,1,175,6.0
HVSA,1,176,7.0
HVSA,1,177,13.0
HVSA,1,178,8.0
HVSA,1,179,14.0
HVSA,1,180,10.0
HVSA,1,181,11.0
HVSA,1,182,8.0
HVSA,1,183,3.0
HVSA,1,184,2.0
HVSA,1,185,1.0
HVSA,1,186,9.0
HVSA,1,187,4.0
HVSA,2,0,2.0
HVSA,2,1,1.0
HVSA,2,2,16.0
HVSA,2,3,11.0
HVSA,2,4,9.0
HVSA,2,5,7.0
HVSA,2,6,14.0
HVSA,2,7,17.0
HVSA,2,8,2.0
HVSA,2,9,18.0
HVSA,2,10,9.0
HVSA,2,11,4.0
HVSA,2,12,5.0
HVSA,2,13,18.0
HVSA,2,14,9.0
HVSA,2,15,18.0
HVSA,2,16,9.0
HVSA,2,17,1.0
HVSA,2,18,3.0
HVSA,2,19,7.0
HVSA,2,20,17.0
HVSA,2,21,18.0
HVSA,2,22,16.0
HVSA,2,23,3.0
HVSA,2,24,11.0
HVSA,2,25,2.0
HVSA,2,26,2.0
HVSA,2,27,19.0
HVSA,2,28,10.0
HVSA,2,29,11.0
HVSA,2,30,11.0
HVSA,2,31,7.0
HVSA,2,32,4.0
HVSA,2,33,12.0
HVSA,2,34,9.0
HVSA,2,35,0.0
HVSA,2,36,11.0
HVSA,2,37,10.0
HVSA,2,38,13.0
HVSA,2,39,7.0
HVSA,2,40,11.0
HVSA,2,41,4.0
HVSA,2,42,5.0
HVSA,2,43,7.0
HVSA,2,44,19.0
HVSA,2,45,11.0
HVSA,2,46,8.0
HVSA,2,47,9.0
HVSA,2,48,2.0
HVSA,2,49,15.0
HVSA,2,50,14.0
HVSA,2,51,0.0
HVSA,2,52,17.0
HVSA,2,53,10.0
HVSA,2,54,9.0
HVSA,2,55,7.0
HVSA,2,56,7.0
HVSA,2,57,18.0
HVSA,2,58,1.0
HVSA,2,59,14.0
HVSA,2,60,7.0
HVSA,2,61,16.0
HVSA,2,62,15.0
HVSA,2,63,9.0
HVSA,2,64,7.0
HVSA,2,65,0.0
HVSA,2,66,10.0
HVSA,2,67,6.0
HVSA,2,68,5.0
HVSA,2,69,6.0
HVSA,2,70,12.0
HVSA,2,71,9.0
HVSA,2,72,4.0
HVSA,2,73,0.0
HVSA,2,74,3.0
HVSA,2,75,8.0
HVSA,2,76,6.0
HVSA,2,77,7.0
HVSA,2,78,7.0
HVSA,2,79,0.0
HVSA,2,80,1.0
HVSA,2,81,18.0
HVSA,2,82,17.0
HVSA,2,83,9.0
HVSA,2,84,4.0
HVSA,2,85,0.0
HVSA,2,86,3.0
HVSA,2,87,3.0
HVSA,2,88,12.0
HVSA,2,89,4.0
HVSA,2,90,19.0
HVSA,2,91,14.0
HVSA,2,92,4.0
HVSA,2,93,13.0
HVSA,2,94,2.0
HVSA,2,95,7.0
HVSA,2,96,3.0
HVSA,2,97,16.0
HVSA,2,98,3.0
HVSA,2,99,13.0
HVSA,2,100,13.0
HVSA,2,101,2.0
HVSA,2,102,15.0
HVSA,2,103,13.0
HVSA,2,104,4.0
HVSA,2,105,13.0
HVSA,2,106,4.0
HVSA,2,107,17.0
HVSA,2,108,16.0
HVSA,2,109,13.0
HVSA,2,110,18.0
HVSA,2,111,2.0
HVSA,2,112,19.0
HVSA,2,113,9.0
HVSA,2,114,8.0
HVSA,2,115,13.0
HVSA,2,116,16.0
HVSA,2,117,15.0
HVSA,2,118,2.0
HVSA,2,119,9.0
HVSA,2,120,8.0
HVSA,2,121,5.0
HVSA,2,122,19.0
HVSA,2,123,11.0
HVSA,2,124,10.0
HVSA,2,125,5.0
HVSA,2,126,12.0
HVSA,2,127,14.0
HVSA,2,128,10.0
HVSA,2,129,2.0
HVSA,2,130,16.0
HVSA,2,131,3.0
HVSA,2,132,10.0
HVSA,2,133,9.0
HVSA,2,134,7.0
HVSA,2,135,5.0
HVSA,2,136,12.0
HVSA,2,137,7.0
HVSA,2,138,4.0
HVSA,2,139,12.0
HVSA,2,140,5.0
HVSA,2,141,13.0
HVSA,2,142,12.0
HVSA,2,143,18.0
HVSA,2,144,3.0
HVSA,2,145,4.0
HVSA,2,146,16.0
HVSA,2,147,14.0
HVSA,2,148,9.0
HVSA,2,149,3.0
HVSA,2,150,1.0
HVSA,2,151,7.0
HVSA,2,152,15.0
HVSA,2,153,9.0
HVSA,2,154,7.0
HVSA,2,155,12.0
HVSA,2,156,7.0
HVSA,2,157,17.0
HVSA,2,158,2.0
HVSA,2,159,8.0
HVSA,2,160,16.0
HVSA,2,161,2.0
HVSA,2,162,16.0
HVSA,2,163,1.0
HVSA,2,164,14.0
HVSA,2,165,14.0
HVSA,2,166,8.0
HVSA,2,167,5.0
HVSA,2,168,12.0
HVSA,2,169,10.0
HVSA,2,170,7.0
HVSA,2,171,4.0
HVSA,2,172,4.0
HVSA,2,173,18.0
HVSA,2,174,9.0
HVSA,2,175,3.0
HVSA,2,176,8.0
HVSA,2,177,1.0
HVSA,2,178,15.0
HVSA,2,179,1.0
HVSA,2,180,7.0
HVSA,2,181,11.0
HVSA,2,182,1.0
HVSA,2,183,3.0
HVSA,2,184,8.0
HVSA,2,185,3.0
HVSA,2,186,10.0
HVSA,2,187,7.0
HVSA,2,188,4.0
HVSA,2,189,3.0
HVSA,2,190,17.0
HVSA,2,191,18.0
HVSA,2,192,5.0
HVSA,2,193,12.0
HVSA,2,194,6.0
HVSA,2,195,0.0
HVSA,2,196,19.0
HVSA,2,197,6.0
HVSA,2,198,4.0
HVSA,2,199,16.0
HVSA,3,0,13.0
HVSA,3,1,3.0
HVSA,3,2,15.0
HVSA,3,3,3.0
HVSA,3,4,0.0
HVSA,3,5,6.0
HVSA,3,6,12.0
HVSA,3,7,18.0
HVSA,3,8,6.0
HVSA,3,9,5.0
HVSA,3,10,12.0
HVSA,3,11,15.0
HVSA,3,12,12.0
HVSA,3,13,8.0
HVSA,3,14,5.0
HVSA,3,15,5.0
HVSA,3,16,3.0
HVSA,3,17,15.0
HVSA,3,18,3.0
HVSA,3,19,10.0
HVSA,3,20,4.0
HVSA,3,21,2.0
HVSA,3,22,4.0
HVSA,3,23,8.0
HVSA,3,24,2.0
HVSA,3,25,10.0
HVSA,3,26,5.0
HVSA,3,27,5.0
HVSA,3,28,4.0
HVSA,3,29,15.0
HVSA,3,30,17.0
HVSA,3,31,6.0
HVSA,3,32,13.0
HVSA,3,33,2.0
HVSA,3,34,15.0
HVSA,3,35,19.0
HVSA,3,36,7.0
HVSA,3,37,15.0
HVSA,3,38,19.0
HVSA,3,39,16.0
HVSA,3,40,11.0
HVSA,3,41,18.0
HVSA,3,42,11.0
HVSA,3,43,1.0
HVSA,3,44,0.0
HVSA,3,45,9.0
HVSA,3,46,17.0
HVSA,3,47,15.0
HVSA,3,48,13.0
HVSA,3,49,8.0
HVSA,3,50,4.0
HVSA,3,51,15.0
HVSA,3,52,1.0
HVSA,3,53,1.0
HVSA,3,54,7.0
HVSA,3,55,10.0
HVSA,3,56,14.0
HVSA,3,57,19.0
HVSA,3,58,17.0
HVSA,3,59,11.0
HVSA,3,60,8.0
HVSA,3,61,7.0
HVSA,3,62,5.0
HVSA,3,63,11.0
HVSA,3,64,15.0
HVSA,3,65,3.0
HVSA,3,66,6.0
HVSA,3,67,6.0
HVSA,3,68,0.0
HVSA,3,69,7.0
HVSA,3,70,8.0
HVSA,3,71,13.0
HVSA,3,72,0.0
HVSA,3,73,15.0
HVSA,3,74,3.0
HVSA,3,75,14.0
HVSA,3,76,1.0
HVSA,3,77,10.0
HVSA,3,78,5.0
HVSA,3,79,3.0
HVSA,3,80,17.0
HVSA,3,81,17.0
HVSA,3,82,5.0
HVSA,3,83,4.0
HVSA,3,84,10.0
HVSA,3,85,2.0
HVSA,3,86,7.0
